FullAddress,Steet,City,State,Zipcode,Retailer,Calc_Rebate,Check_Amount,AddressFull,Rebate_Status,RebateType,Site_Type
"2804 KALLIAM DR, SANTA CLARA, CA 95051",2804 KALLIAM DR,SANTA CLARA,CA,95051,Santa Clara,$502.00 ,$502.00 ,2804 KALLIAM DR SC 95051,Check Issued,L,Single Family
"1430 BRADDALE AV, LOS ALTOS, CA 94024",1430 BRADDALE AV,LOS ALTOS,CA,94024,California Water,$279.99 ,$279.99 ,1430 BRADDALE AV LA 94024,Check Issued,IW,Single Family
"409 N 12TH ST, SAN JOSE, CA 95112",409 N 12TH ST,SAN JOSE,CA,95112,SJ Water Co.,$279.99 ,$279.99 ,409 N 12TH ST SJ 95112,Check Issued,IW,Single Family
"620 LOMA VERDE AV, PALO ALTO, CA 94306",620 LOMA VERDE AV,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,620 LOMA VERDE AV PA 94306,Appl. Received Complete,L,Single Family
"205 CATALPA LN, CAMPBELL, CA 95008",205 CATALPA LN,CAMPBELL,CA,95008,SJ Water Co.,$604.00 ,$604.00 ,205 CATALPA LN CA 95008,Check Issued,L,Single Family
"4790 RUE BORDEAUX, SAN JOSE, CA 95136",4790 RUE BORDEAUX,SAN JOSE,CA,95136,Great Oaks,$137.00 ,$137.00 ,4790 RUE BORDEAUX SJ 95136,Check Issued,IW,Single Family
"4587 ROTHERHAVEN WY, SAN JOSE, CA 95111",4587 ROTHERHAVEN WY,SAN JOSE,CA,95111,Great Oaks,$76.75 ,$76.75 ,4587 ROTHERHAVEN WY SJ 95111,Check Issued,IW,Single Family
"14275 HILLTOP WY, SARATOGA, CA 95070",14275 HILLTOP WY,SARATOGA,CA,95070,SJ Water Co.,$329.99 ,$329.99 ,14275 HILLTOP WY SA 95070,Check Issued,IW,Single Family
"531 BELLA CALAIS WY, SAN JOSE, CA 95138",531 BELLA CALAIS WY,SAN JOSE,CA,95138,Great Oaks,$236.03 ,$236.03 ,531 BELLA CALAIS WY SJ 95138,Check Issued,IW,Single Family
"510 EMMONS DR, MOUNTAIN VIEW, CA 94043",510 EMMONS DR,MOUNTAIN VIEW,CA,94043,Mountain View,$279.99 ,$279.99 ,510 EMMONS DR MV 94043,Check Issued,IW,Single Family
"1351 SCOSSA AV, SAN JOSE, CA 95118",1351 SCOSSA AV,SAN JOSE,CA,95118,SJ Water Co.,$0.00 ,,1351 SCOSSA AV SJ 95118,Site is Disqualified,IW,Single Family
"695 BOLD DR, SAN JOSE, CA 95111",695 BOLD DR,SAN JOSE,CA,95111,Great Oaks,$0.00 ,,695 BOLD DR SJ 95111,Appl. Received Complete,L,Single Family
"1482 HOLLY CT, GILROY, CA 95020",1482 HOLLY CT,GILROY,CA,95020,Gilroy,$234.51 ,$234.51 ,1482 HOLLY CT GI 95020,Check Issued,IW,Single Family
"10390 STERLING BL, CUPERTINO, CA 95014",10390 STERLING BL,CUPERTINO,CA,95014,SJ Water Co.,$302.08 ,$302.08 ,10390 STERLING BL CU 95014,Check Issued,IW,Single Family
"6053 VERA CRUZ DR, SAN JOSE, CA 95120",6053 VERA CRUZ DR,SAN JOSE,CA,95120,SJ Water Co.,$277.99 ,$277.99 ,6053 VERA CRUZ DR SJ 95120,Check Issued,IW,Single Family
"4585 WINDING WY, SAN JOSE, CA 95129",4585 WINDING WY,SAN JOSE,CA,95129,SJ Water Co.,$707.00 ,$707.00 ,4585 WINDING WY SJ 95129,Check Issued,L,Single Family
"3383 MERRIMAC DR, SAN JOSE, CA 95117",3383 MERRIMAC DR,SAN JOSE,CA,95117,SJ Water Co.,$279.99 ,$279.99 ,3383 MERRIMAC DR SJ 95117,Check Issued,IW,Single Family
"1545 SAN JUAN AV, SAN JOSE, CA 95110",1545 SAN JUAN AV,SAN JOSE,CA,95110,SJ Water Co.,$443.00 ,$443.00 ,1545 SAN JUAN AV SJ 95110,Check Issued,L,MFD
"655 S 13TH ST, SAN JOSE, CA 95112",655 S 13TH ST,SAN JOSE,CA,95112,SJ Water Co.,$777.50 ,$777.50 ,655 S 13TH ST SJ 95112,Check Issued,LD,Single Family
"522 SAFARI DR, SAN JOSE, CA 95123",522 SAFARI DR,SAN JOSE,CA,95123,Great Oaks,"$2,000.00 ","$2,000.00 ",522 SAFARI DR SJ 95123,Check Issued,L,Single Family
"1174 FREMONT ST, SANTA CLARA, CA 95050",1174 FREMONT ST,SANTA CLARA,CA,95050,Santa Clara,$295.49 ,$295.49 ,1174 FREMONT ST SC 95050,Check Issued,IW,Single Family
"3652 NORWOOD AV, SAN JOSE, CA 95148",3652 NORWOOD AV,SAN JOSE,CA,95148,SJ Muni,"$2,020.00 ","$2,020.00 ",3652 NORWOOD AV SJ 95148,Check Issued,L,Single Family
"5092 YUCATAN WY, SAN JOSE, CA 95118",5092 YUCATAN WY,SAN JOSE,CA,95118,SJ Water Co.,$672.00 ,$672.00 ,5092 YUCATAN WY SJ 95118,Check Issued,L,Single Family
"685 LAVA WY, SAN JOSE, CA 95133",685 LAVA WY,SAN JOSE,CA,95133,SJ Water Co.,"$1,761.00 ",,685 LAVA WY SJ 95133,Appl. Received Complete,LIW,Single Family
"3310 OLSEN DR, SAN JOSE, CA 95117",3310 OLSEN DR,SAN JOSE,CA,95117,SJ Water Co.,$279.99 ,$279.99 ,3310 OLSEN DR SJ 95117,Check Issued,IW,Single Family
"486 FULTON ST, PALO ALTO, CA 94301",486 FULTON ST,PALO ALTO,CA,94301,Palo Alto,$0.00 ,,486 FULTON ST PA 94301,Site is Disqualified,IW,MFD
"967 MATTERHORN CT, MILPITAS, CA 95035",967 MATTERHORN CT,MILPITAS,CA,95035,Milpitas,$0.00 ,,967 MATTERHORN CT MI 95035,Site is Disqualified,IW,Single Family
"5213 DENT AV, SAN JOSE, CA 95118",5213 DENT AV,SAN JOSE,CA,95118,SJ Water Co.,$201.48 ,$201.48 ,5213 DENT AV SJ 95118,Check Issued,IW,Single Family
"601 ENRIGHT AV, SANTA CLARA, CA 95050",601 ENRIGHT AV,SANTA CLARA,CA,95050,Santa Clara,$329.99 ,$329.99 ,601 ENRIGHT AV SC 95050,Check Issued,IW,Single Family
"109 JOHN KIRK CT, CAMPBELL, CA 95008",109 JOHN KIRK CT,CAMPBELL,CA,95008,SJ Water Co.,$270.99 ,$270.99 ,109 JOHN KIRK CT CA 95008,Check Issued,IW,Single Family
"879 CALAVERAS RIDGE DR, MILPITAS, CA 95035",879 CALAVERAS RIDGE DR,MILPITAS,CA,95035,Milpitas,$390.00 ,$390.00 ,879 CALAVERAS RIDGE DR MI 95035,Check Issued,IW,Single Family
"1845 GUINDA ST, PALO ALTO, CA 94303",1845 GUINDA ST,PALO ALTO,CA,94303,Palo Alto,$525.97 ,$525.97 ,1845 GUINDA ST PA 94303,Check Issued,IW,Single Family
"3563 CABRILLO AV, SANTA CLARA, CA 95051",3563 CABRILLO AV,SANTA CLARA,CA,95051,Santa Clara,$365.15 ,$365.15 ,3563 CABRILLO AV SC 95051,Check Issued,IW,Single Family
"1675 CANNA LN, SAN JOSE, CA 95124",1675 CANNA LN,SAN JOSE,CA,95124,SJ Water Co.,$301.76 ,$301.76 ,1675 CANNA LN SJ 95124,Check Issued,IW,Single Family
"354 SUNSET AV, SUNNYVALE, CA 94086",354 SUNSET AV,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,354 SUNSET AV SU 94086,Appl. Received Complete,L,Single Family
"426 PURISIMA AV, SUNNYVALE, CA 94086",426 PURISIMA AV,SUNNYVALE,CA,94086,Sunnyvale,$0.00 ,,426 PURISIMA AV SU 94086,Appl. Received Complete,L,Single Family
"10641 CASTINE AV, CUPERTINO, CA 95014",10641 CASTINE AV,CUPERTINO,CA,95014,SJ Water Co.,$600.00 ,,10641 CASTINE AV CU 95014,Appl. Received Complete,LDIW,Single Family
"3776 BRIGADOON WY, SAN JOSE, CA 95121",3776 BRIGADOON WY,SAN JOSE,CA,95121,SJ Muni,$0.00 ,,3776 BRIGADOON WY SJ 95121,Appl. Received Complete,L,Single Family
"2899 VIA CARMEN, SAN JOSE, CA 95124",2899 VIA CARMEN,SAN JOSE,CA,95124,SJ Water Co.,"$1,571.00 ","$1,571.00 ",2899 VIA CARMEN SJ 95124,Check Issued,L,Single Family
"6017 BLACKBIRD CT, SAN JOSE, CA 95120",6017 BLACKBIRD CT,SAN JOSE,CA,95120,SJ Water Co.,$302.63 ,$302.63 ,6017 BLACKBIRD CT SJ 95120,Check Issued,IW,Single Family
"776 N 4TH ST, SAN JOSE, CA 95112",776 N 4TH ST,SAN JOSE,CA,95112,SJ Water Co.,$287.57 ,$287.57 ,776 N 4TH ST SJ 95112,Check Issued,IW,Single Family
"624 HOLLINGSWORTH DR, LOS ALTOS, CA 94022",624 HOLLINGSWORTH DR,LOS ALTOS,CA,94022,California Water,$381.79 ,$381.79 ,624 HOLLINGSWORTH DR LA 94022,Check Issued,IW,Single Family
"6956 MCCALL DR, SAN JOSE, CA 95120",6956 MCCALL DR,SAN JOSE,CA,95120,SJ Water Co.,$335.90 ,$335.90 ,6956 MCCALL DR SJ 95120,Check Issued,IW,Single Family
"5172 PASEO OLIVOS, SAN JOSE, CA 95130",5172 PASEO OLIVOS,SAN JOSE,CA,95130,SJ Water Co.,"$2,000.00 ",,5172 PASEO OLIVOS SJ 95130,Appl. Received Complete,LDIW,Single Family
"1183 VALLEY QUAIL CL, SAN JOSE, CA 95120",1183 VALLEY QUAIL CL,SAN JOSE,CA,95120,SJ Water Co.,$283.48 ,$283.48 ,1183 VALLEY QUAIL CL SJ 95120,Check Issued,IW,Single Family
"15915 LA ESCUELA CT, MORGAN HILL, CA 95037",15915 LA ESCUELA CT,MORGAN HILL,CA,95037,Morgan Hill,$252.52 ,$252.52 ,15915 LA ESCUELA CT MH 95037,Check Issued,IW,Single Family
"646 SPRUCE DR, SUNNYVALE, CA 94086",646 SPRUCE DR,SUNNYVALE,CA,94086,Sunnyvale,$877.03 ,$877.03 ,646 SPRUCE DR SU 94086,Check Issued,LDIW,Single Family
"20310 ARGONAUT DR, SARATOGA, CA 95070",20310 ARGONAUT DR,SARATOGA,CA,95070,SJ Water Co.,$713.40 ,$713.40 ,20310 ARGONAUT DR SA 95070,Check Issued,IW,Single Family
"17200 ROSEMARY CL, MORGAN HILL, CA 95037",17200 ROSEMARY CL,MORGAN HILL,CA,95037,Morgan Hill,$500.00 ,,17200 ROSEMARY CL MH 95037,Appl. Received Complete,IW,Single Family
"1605 GRAND TETON DR, MILPITAS, CA 95035",1605 GRAND TETON DR,MILPITAS,CA,95035,Milpitas,$126.97 ,$126.97 ,1605 GRAND TETON DR MI 95035,Check Issued,IW,Single Family
"1652 CROSS WY, SAN JOSE, CA 95125",1652 CROSS WY,SAN JOSE,CA,95125,SJ Water Co.,$945.04 ,$945.04 ,1652 CROSS WY SJ 95125,Check Issued,LIW,Single Family
"1505 REVELSTOKE WY, SUNNYVALE, CA 94087",1505 REVELSTOKE WY,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1505 REVELSTOKE WY SU 94087,Appl. Received Complete,LD,Single Family
"2786 TUERS RD, SAN JOSE, CA 95121",2786 TUERS RD,SAN JOSE,CA,95121,SJ Water Co.,$0.00 ,,2786 TUERS RD SJ 95121,Appl. Received Complete,L,Single Family
"4057 HOLLY DR, SAN JOSE, CA 95127",4057 HOLLY DR,SAN JOSE,CA,95127,SJ Water Co.,$302.11 ,$302.11 ,4057 HOLLY DR SJ 95127,Check Issued,IW,Single Family
"111 OHLONE CT, LOS GATOS, CA 95030",111 OHLONE CT,LOS GATOS,CA,95030,SJ Water Co.,$253.96 ,$253.96 ,111 OHLONE CT LG 95030,Check Issued,IW,Single Family
"1701 MOROCCO DR, SAN JOSE, CA 95125",1701 MOROCCO DR,SAN JOSE,CA,95125,SJ Water Co.,$322.09 ,$322.09 ,1701 MOROCCO DR SJ 95125,Check Issued,IW,Single Family
"113 E RINCON AV, CAMPBELL, CA 95008",113 E RINCON AV,CAMPBELL,CA,95008,SJ Water Co.,$959.25 ,,113 E RINCON AV CA 95008,Notice to Proceed Sent,DIW,MFD
"3929 YOLO DR, SAN JOSE, CA 95136",3929 YOLO DR,SAN JOSE,CA,95136,SJ Water Co.,"$1,301.00 ","$1,301.00 ",3929 YOLO DR SJ 95136,Check Issued,L,Single Family
"3707 LA CALLE CT, PALO ALTO, CA 94306",3707 LA CALLE CT,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,3707 LA CALLE CT PA 94306,Appl. Received Complete,L,Single Family
"936 EL RIO DR, SAN JOSE, CA 95125",936 EL RIO DR,SAN JOSE,CA,95125,SJ Water Co.,$136.79 ,$136.79 ,936 EL RIO DR SJ 95125,Check Issued,IW,Single Family
"10405 IMPERIAL AV, CUPERTINO, CA 95014",10405 IMPERIAL AV,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,10405 IMPERIAL AV CU 95014,Appl. Received Complete,L,Single Family
"119 HEATH ST, MILPITAS, CA 95035",119 HEATH ST,MILPITAS,CA,95035,Milpitas,$0.00 ,,119 HEATH ST MI 95035,Appl. Received Complete,L,Single Family
"203 MOUNTAIN VIEW AV, MOUNTAIN VIEW, CA 94041",203 MOUNTAIN VIEW AV,MOUNTAIN VIEW,CA,94041,Mountain View,$0.00 ,,203 MOUNTAIN VIEW AV MV 94041,Appl. Received Complete,LD,Single Family
"4191 BRIARWOOD WY, PALO ALTO, CA 94306",4191 BRIARWOOD WY,PALO ALTO,CA,94306,Palo Alto,$598.00 ,$598.00 ,4191 BRIARWOOD WY PA 94306,Check Issued,L,Single Family
"10394 MIRA VISTA RD, CUPERTINO, CA 95014",10394 MIRA VISTA RD,CUPERTINO,CA,95014,SJ Water Co.,"$3,000.00 ",,10394 MIRA VISTA RD CU 95014,Notice to Proceed Sent,L,Single Family
"1040 HEATHERFIELD LN, SAN JOSE, CA 95132",1040 HEATHERFIELD LN,SAN JOSE,CA,95132,SJ Water Co.,$0.00 ,,1040 HEATHERFIELD LN SJ 95132,Appl. Received Complete,L,Single Family
"371 FERNE AV, PALO ALTO, CA 94306",371 FERNE AV,PALO ALTO,CA,94306,Palo Alto,$572.00 ,$572.00 ,371 FERNE AV PA 94306,Check Issued,IW,Single Family
"5802 BLOSSOM AV, SAN JOSE, CA 95123",5802 BLOSSOM AV,SAN JOSE,CA,95123,SJ Water Co.,$259.96 ,$259.96 ,5802 BLOSSOM AV SJ 95123,Check Issued,IW,Single Family
"1009 ADOBE CREEK CT, SAN JOSE, CA 95127",1009 ADOBE CREEK CT,SAN JOSE,CA,95127,SJ Water Co.,$145.00 ,$145.00 ,1009 ADOBE CREEK CT SJ 95127,Check Issued,IW,Single Family
"10501 FLORENCE DR, CUPERTINO, CA 95014",10501 FLORENCE DR,CUPERTINO,CA,95014,SJ Water Co.,$329.99 ,$329.99 ,10501 FLORENCE DR CU 95014,Check Issued,IW,Single Family
"5684 CROYDON AV, SAN JOSE, CA 95118",5684 CROYDON AV,SAN JOSE,CA,95118,SJ Water Co.,$672.00 ,$672.00 ,5684 CROYDON AV SJ 95118,Check Issued,L,Single Family
"3715 ROSEMAR AV, SAN JOSE, CA 95127",3715 ROSEMAR AV,SAN JOSE,CA,95127,SJ Water Co.,$259.96 ,$259.96 ,3715 ROSEMAR AV SJ 95127,Check Issued,IW,Single Family
"1161 VIA MATEO, SAN JOSE, CA 95120",1161 VIA MATEO,SAN JOSE,CA,95120,SJ Water Co.,$243.05 ,$243.05 ,1161 VIA MATEO SJ 95120,Check Issued,W,Single Family
"21921 COLUMBUS AV, CUPERTINO, CA 95014",21921 COLUMBUS AV,CUPERTINO,CA,95014,SJ Water Co.,$720.00 ,,21921 COLUMBUS AV CU 95014,Appl. Received Complete,L,Single Family
"1270 RODNEY DR, SAN JOSE, CA 95118",1270 RODNEY DR,SAN JOSE,CA,95118,SJ Water Co.,$256.77 ,$256.77 ,1270 RODNEY DR SJ 95118,Check Issued,IW,Single Family
"1730 MIDDLEFIELD RD, PALO ALTO, CA 94301",1730 MIDDLEFIELD RD,PALO ALTO,CA,94301,Palo Alto,$302.09 ,$302.09 ,1730 MIDDLEFIELD RD PA 94301,Check Issued,IW,Single Family
"117 SHELLEY AV, CAMPBELL, CA 95008",117 SHELLEY AV,CAMPBELL,CA,95008,SJ Water Co.,$600.00 ,,117 SHELLEY AV CA 95008,Appl. Received Complete,LIW,Single Family
"1465 YUKON DR, SUNNYVALE, CA 94087",1465 YUKON DR,SUNNYVALE,CA,94087,Sunnyvale,$252.11 ,$252.11 ,1465 YUKON DR SU 94087,Check Issued,IW,Single Family
"916 HOWARD AV, GILROY, CA 95020",916 HOWARD AV,GILROY,CA,95020,Gilroy,$252.77 ,$252.77 ,916 HOWARD AV GI 95020,Check Issued,IW,Single Family
"15970 MIRADERO AV, SAN JOSE, CA 95127",15970 MIRADERO AV,SAN JOSE,CA,95127,SJ Water Co.,$0.00 ,,15970 MIRADERO AV SJ 95127,Appl. Received Complete,LIW,Single Family
"1359 ARROYO SECO DR, CAMPBELL, CA 95008",1359 ARROYO SECO DR,CAMPBELL,CA,95008,SJ Water Co.,$900.00 ,$900.00 ,1359 ARROYO SECO DR CA 95008,Check Issued,L,Single Family
"5684 CROYDON AV, SAN JOSE, CA 95118",5684 CROYDON AV,SAN JOSE,CA,95118,SJ Water Co.,$138.99 ,$138.99 ,5684 CROYDON AV SJ 95118,Check Issued,IW,Single Family
"1152 MACHADO LN, SAN JOSE, CA 95127",1152 MACHADO LN,SAN JOSE,CA,95127,SJ Water Co.,$275.92 ,$275.92 ,1152 MACHADO LN SJ 95127,Check Issued,IW,Single Family
"1623 BEGEN AV, MOUNTAIN VIEW, CA 94040",1623 BEGEN AV,MOUNTAIN VIEW,CA,94040,Mountain View,$0.00 ,,1623 BEGEN AV MV 94040,Site is Disqualified,L,Single Family
"1474 HOLLENBECK AV, SUNNYVALE, CA 94087",1474 HOLLENBECK AV,SUNNYVALE,CA,94087,Sunnyvale,$317.30 ,$317.30 ,1474 HOLLENBECK AV SU 94087,Check Issued,IW,Single Family
"19782 BRAEMAR DR, SARATOGA, CA 95070",19782 BRAEMAR DR,SARATOGA,CA,95070,SJ Water Co.,"$1,878.00 ","$1,878.00 ",19782 BRAEMAR DR SA 95070,Check Issued,L,Single Family
"179 ARCADIA AV, SANTA CLARA, CA 95051",179 ARCADIA AV,SANTA CLARA,CA,95051,Santa Clara,$245.94 ,$245.94 ,179 ARCADIA AV SC 95051,Check Issued,IW,Single Family
"1495 BARTON DR, SUNNYVALE, CA 94087",1495 BARTON DR,SUNNYVALE,CA,94087,Sunnyvale,$0.00 ,,1495 BARTON DR SU 94087,Site is Disqualified,IW,MFD
"1323 HANCHETT AV, SAN JOSE, CA 95126",1323 HANCHETT AV,SAN JOSE,CA,95126,SJ Water Co.,$256.98 ,$256.98 ,1323 HANCHETT AV SJ 95126,Check Issued,IW,Single Family
"1120 BELTRAMI DR, SAN JOSE, CA 95127",1120 BELTRAMI DR,SAN JOSE,CA,95127,SJ Water Co.,$0.00 ,,1120 BELTRAMI DR SJ 95127,Site is Disqualified,L,Single Family
"2509 FERNWOOD AV, SAN JOSE, CA 95117",2509 FERNWOOD AV,SAN JOSE,CA,95117,SJ Water Co.,$568.00 ,$568.00 ,2509 FERNWOOD AV SJ 95117,Check Issued,L,Single Family
"6563 IVY LN, SAN JOSE, CA 95129",6563 IVY LN,SAN JOSE,CA,95129,SJ Water Co.,$0.00 ,,6563 IVY LN SJ 95129,Site is Disqualified,IW,Single Family
"1009 ADOBE CREEK CT, SAN JOSE, CA 95127",1009 ADOBE CREEK CT,SAN JOSE,CA,95127,SJ Water Co.,$0.00 ,,1009 ADOBE CREEK CT SJ 95127,Site is Disqualified,I,Single Family
"3321 KUYKENDALL PL, SAN JOSE, CA 95148",3321 KUYKENDALL PL,SAN JOSE,CA,95148,SJ Muni,$551.60 ,$551.60 ,3321 KUYKENDALL PL SJ 95148,Check Issued,IW,Single Family
"53 LA CROSSE DR, MORGAN HILL, CA 95037",53 LA CROSSE DR,MORGAN HILL,CA,95037,Morgan Hill,"$1,682.00 ",,53 LA CROSSE DR MH 95037,Appl. Received Complete,L,Single Family
"1040 SAN MIGUEL ST, GILROY, CA 95020",1040 SAN MIGUEL ST,GILROY,CA,95020,Gilroy,$126.46 ,$126.46 ,1040 SAN MIGUEL ST GI 95020,Check Issued,IW,Single Family
"431 CAROLINA LN, PALO ALTO, CA 94306",431 CAROLINA LN,PALO ALTO,CA,94306,Palo Alto,$0.00 ,,431 CAROLINA LN PA 94306,Appl. Received Complete,L,Single Family
"1147 RUBY WY, GILROY, CA 95020",1147 RUBY WY,GILROY,CA,95020,Gilroy,$329.67 ,$329.67 ,1147 RUBY WY GI 95020,Check Issued,IW,Single Family
"15145 LA ALAMEDA DR, MORGAN HILL, CA 95037",15145 LA ALAMEDA DR,MORGAN HILL,CA,95037,Morgan Hill,$35.44 ,$35.44 ,15145 LA ALAMEDA DR MH 95037,Check Issued,I,Single Family
"630 HAMILTON LN, SANTA CLARA, CA 95051",630 HAMILTON LN,SANTA CLARA,CA,95051,Santa Clara,$0.00 ,,630 HAMILTON LN SC 95051,Site is Disqualified,L,Single Family
"1752 LOVELAND CT, SANTA CLARA, CA 95050",1752 LOVELAND CT,SANTA CLARA,CA,95050,Santa Clara,$252.24 ,$252.24 ,1752 LOVELAND CT SC 95050,Check Issued,IW,Single Family
"212 CHERIS DR, SAN JOSE, CA 95123",212 CHERIS DR,SAN JOSE,CA,95123,Great Oaks,$0.00 ,,212 CHERIS DR SJ 95123,Site is Disqualified,,Single Family
"833 LEWISTON DR, SAN JOSE, CA 95136",833 LEWISTON DR,SAN JOSE,CA,95136,SJ Water Co.,$252.13 ,$252.13 ,833 LEWISTON DR SJ 95136,Check Issued,IW,Single Family
"702 HENRIETTA AV, SUNNYVALE, CA 94086",702 HENRIETTA AV,SUNNYVALE,CA,94086,Sunnyvale,$252.71 ,$252.71 ,702 HENRIETTA AV SU 94086,Check Issued,IW,Single Family
"1402 NILDA AV, MOUNTAIN VIEW, CA 94040",1402 NILDA AV,MOUNTAIN VIEW,CA,94040,Mountain View,$275.98 ,$275.98 ,1402 NILDA AV MV 94040,Check Issued,IW,Single Family
"10144 CAMINO VISTA DR, CUPERTINO, CA 95014",10144 CAMINO VISTA DR,CUPERTINO,CA,95014,SJ Water Co.,$149.99 ,$149.99 ,10144 CAMINO VISTA DR CU 95014,Check Issued,IW,Single Family
"816 MESA CT, PALO ALTO, CA 94306",816 MESA CT,PALO ALTO,CA,94306,Palo Alto,"$1,203.64 ","$1,203.64 ",816 MESA CT PA 94306,Check Issued,DIW,Single Family
"1818 WALNUT DR, MOUNTAIN VIEW, CA 94040",1818 WALNUT DR,MOUNTAIN VIEW,CA,94040,Mountain View,$300.00 ,,1818 WALNUT DR MV 94040,Appl. Received Complete,LIW,Single Family
"3960 TIMBERLINE DR, SAN JOSE, CA 95121",3960 TIMBERLINE DR,SAN JOSE,CA,95121,SJ Muni,$126.97 ,$126.97 ,3960 TIMBERLINE DR SJ 95121,Check Issued,IW,Single Family
"3292 CAROL LEAF CT, SAN JOSE, CA 95148",3292 CAROL LEAF CT,SAN JOSE,CA,95148,SJ Muni,"$1,714.00 ","$1,714.00 ",3292 CAROL LEAF CT SJ 95148,Check Issued,L,Single Family
"3920 EL CERRITO RD, PALO ALTO, CA 94306",3920 EL CERRITO RD,PALO ALTO,CA,94306,Palo Alto,$329.99 ,$329.99 ,3920 EL CERRITO RD PA 94306,Check Issued,IW,Single Family
"17439 ALISA CT, MORGAN HILL, CA 95037",17439 ALISA CT,MORGAN HILL,CA,95037,Morgan Hill,"$3,000.00 ",,17439 ALISA CT MH 95037,Appl. Received Complete,LIW,Single Family
"210 PENN WY, LOS GATOS, CA 95032",210 PENN WY,LOS GATOS,CA,95032,SJ Water Co.,$350.00 ,$350.00 ,210 PENN WY LG 95032,Check Issued,IW,MFD
"3119 REMINGTON WY, SAN JOSE, CA 95148",3119 REMINGTON WY,SAN JOSE,CA,95148,SJ Muni,$0.00 ,,3119 REMINGTON WY SJ 95148,Appl. Received Complete,L,Single Family
"7494 HEATHERWOOD DR, CUPERTINO, CA 95014",7494 HEATHERWOOD DR,CUPERTINO,CA,95014,SJ Water Co.,$0.00 ,,7494 HEATHERWOOD DR CU 95014,Appl. Received Complete,LD,Single Family
"4880 GREAT AMERICA PY, SANTA CLARA, CA 95054",4880 GREAT AMERICA PY,SANTA CLARA,CA,95054,Santa Clara,"$5,390.00 ","$5,390.00 ",4880 GREAT AMERICA PY SC 95054,Check Issued,I,Commercial
"951 SUNLITE DR, SANTA CLARA, CA 95050",951 SUNLITE DR,SANTA CLARA,CA,95050,Santa Clara,$300.00 ,,951 SUNLITE DR SC 95050,Appl. Received Complete,LIW,Single Family
"1862 WAGNER AV, MOUNTAIN VIEW, CA 94043",1862 WAGNER AV,MOUNTAIN VIEW,CA,94043,Mountain View,$473.00 ,$473.00 ,1862 WAGNER AV MV 94043,Check Issued,L,Single Family
"5821 CASTANO DR, SAN JOSE, CA 95129",5821 CASTANO DR,SAN JOSE,CA,95129,SJ Water Co.,$329.96 ,$329.96 ,5821 CASTANO DR SJ 95129,Check Issued,IW,Single Family
"3471 GROSSMONT DR, SAN JOSE, CA 95132",3471 GROSSMONT DR,SAN JOSE,CA,95132,SJ Water Co.,$894.00 ,$894.00 ,3471 GROSSMONT DR SJ 95132,Check Issued,L,Single Family
"373 FOXBOROUGH DR, MOUNTAIN VIEW, CA 94041",373 FOXBOROUGH DR,MOUNTAIN VIEW,CA,94041,Mountain View,$517.74 ,$517.74 ,373 FOXBOROUGH DR MV 94041,Check Issued,DIW,Single Family
"17530 SERENE DR, MORGAN HILL, CA 95037",17530 SERENE DR,MORGAN HILL,CA,95037,Morgan Hill,$190.03 ,$190.03 ,17530 SERENE DR MH 95037,Check Issued,IW,Single Family
"20083 PIERCE CT, SARATOGA, CA 95070",20083 PIERCE CT,SARATOGA,CA,95070,SJ Water Co.,$328.96 ,$328.96 ,20083 PIERCE CT SA 95070,Check Issued,IW,Single Family
"3490 SAN MARCOS WY, SAN JOSE, CA 95051",3490 SAN MARCOS WY,SAN JOSE,CA,95051,Santa Clara,$329.99 ,$329.99 ,3490 SAN MARCOS WY SC 95051,Check Issued,IW,Single Family
"2770 SIERRA RD, SAN JOSE, CA 95132",2770 SIERRA RD,SAN JOSE,CA,95132,SJ Water Co.,$907.52 ,$907.52 ,2770 SIERRA RD SJ 95132,Check Issued,LIW,Single Family
"2211 WYNFAIR RIDGE WY, SAN JOSE, CA 95138",2211 WYNFAIR RIDGE WY,SAN JOSE,CA,95138,SJ Muni,$296.77 ,$296.77 ,2211 WYNFAIR RIDGE WY SJ 95138,Check Issued,IW,Single Family
"14231 BURNS WY, SARATOGA, CA 95070",14231 BURNS WY,SARATOGA,CA,95070,SJ Water Co.,"$1,443.78 ","$1,443.78 ",14231 BURNS WY SA 95070,Check Issued,LIW,Single Family
"2550 CABRILLO AV, SANTA CLARA, CA 95051",2550 CABRILLO AV,SANTA CLARA,CA,95051,Santa Clara,"$3,676.00 ","$3,676.00 ",2550 CABRILLO AV SC 95051,Check Issued,L,Institutional
"17701 WEDGEWOOD AV, LOS GATOS, CA 95030",17701 WEDGEWOOD AV,LOS GATOS,CA,95030,SJ Water Co.,$402.69 ,$402.69 ,17701 WEDGEWOOD AV LG 95030,Check Issued,IW,Single Family
"19348 PORTOS CT, SARATOGA, CA 95070",19348 PORTOS CT,SARATOGA,CA,95070,SJ Water Co.,"$2,000.00 ",,19348 PORTOS CT SA 95070,Appl. Received Complete,L,Single Family
